Protein	Individual_Vital_28_1	Individual_Vital_29_1	Individual_Vital_30_1	Individual_Vital_31_1	Individual_Vital_32_1	Northstar_QC_P1_1	Northstar_QC_P1_2	Northstar_QC_P2_1	Northstar_QC_P2_2	Vital_QC_P1_1	Vital_QC_P1_2	Vital_QC_P2_1	Vital_QC_P2_2
Q9H0U4		605676.0233393454	415395.36634255963	423709.93095872045	249963.23257468748	412692.0366754855	354709.6855740753		238244.26744965315	470386.02804141474	394030.8151118001	118064.17857980634	336800.932905733
Q9H173	1259274.2499999674	650702.1121762341	623158.0795745458	1673024.980889084	1191985.8350054317	821168.3915231146	424642.34970900713	536645.6165966229	915838.3749999813	798486.3750000015	728826.3493124829	457405.68074087234	676368.1953943057
Q9H223	802488.6333269367	998198.2355773129	554726.9035405552	995636.9322340119		752414.0975138587	602001.6356696808	507428.8635131044	1448100.4849627982	829245.1412210037	939781.1310394693	538336.0836940983	596016.298454532
Q9H299						555483.6250000182				788437.0624999946	943591.4999999708		
Q9H2K8			455160.6562000078							514894.0311999914			277972.5000000077
Q9H3G5	374164.5474775465		219185.39846561366	3053734.7343546115	237663.6378552417	152587.09939636942	203936.05646690354				138444.739451377		
Q9H444	456848.2150695697	206173.18274385287	140068.18756724976	243725.40877483468						215721.09547380777	375930.0079355021	461916.2202436189	
Q9H4A4	562843.8943501414	768429.9288964963	721011.3750245796			664739.7293117221			344149.5366179247	932595.9928338941	653328.252057749	373516.59030296217	755057.0067985272
Q9H4G4	2952052.821515741	3282817.4619834553	1624717.9916898035	4335996.205341662	2356230.9789439566	4642189.523706316	8146616.94575631	6424223.1385437315	4496790.68073056	3745128.485263061	4230652.185194092	5554938.945776606	4469366.055972893
Q9H772	519260.69553207385	1594849.762532451	480796.4146959697	1732957.1740115236	841931.5280237625	1034414.597302774	793548.6665584003	951957.1640088197	1249517.2188672463	421338.1641205915	313218.0600569832	302573.9807527317	504080.80888414354
Q9H8H3	810223.937562026	481156.9059040131	505951.51869752165	518296.061792721		584448.4049324819			959899.1866636315	692816.4151054324	612555.9680708902	278838.6912972688	841595.3604834159
Q9H9S4	1427545.374999988	1914265.7499999832	1732022.5000000312	1158473.7500000135	744285.1249999732	1383259.3749999648			1528368.500000031	1502640.5000000186	1263482.8750000016		1576136.124999953
Q9HAV0	355363.40620000404									384638.40619999333	473316.843799995		
Q9HB40	869987.5115885112	477352.0507869345	669564.9795480801	1379444.4042358191	631808.2233978087	1150901.9721300954	415458.22566745343	395944.0306493812	523670.07808817393	654702.163244301	920056.6429652169	322857.0785578407	301221.68183547247
Q9HC84	1416094.0000000326						536588.062500014			1026580.4379999731	818689.5624999879	658387.9999999979	
Q9HD42		1331584.7500000442		1196379.499999998	755998.4375000028				1487271.0000000459				
Q9NP72	11991227.999999935	16908963.999999497	14311092.000000076	10906984.000000104	7938055.000000119	13885805.99999989	15403877.999999654	8549296.000000114	13853966.999999775	13567631.999999752	12951686.99999995		9698692.000000313
Q9NQE9		833709.6250000162	629126.000000016				799452.0625000177			965394.2499999945	978375.1875000261	1256984.6249999874	791805.8124999921
Q9NQR4	346090.0563832917	435479.50828288094	330894.1106647997	191409.6933123292					391572.2307159715	515501.48095274874	449596.8128955898	378905.40696832415	304015.87357123045
Q9NR45		434826.93215757026	360701.4292239041	213427.91363494578	141949.50673777694	280696.8657756361			226939.7741735856	317474.958934568	394958.2933870335	337088.53238124814	252904.3412611921
Q9NRM7					4033415.500000053			5945166.999999833	5630005.500000163				
Q9NRV9	687578.1930638775	1067210.9672339864	1503912.8416632635	857965.6170115288	570933.4652026311	934576.1414057697	734514.9505032932	367840.1302459832	915373.2432046109	1240505.8250614945	1165143.1004778503	548757.7304897835	835564.741817836
Q9NSC7	625763.9999999993	295339.7187999978		520441.0624999986	515776.9375000135	322418.62499999814			566246.7499999871			289471.81249999	
Q9NSD9	571680.8749999856	1019910.1880000224								962382.5000000028	886627.8749999988	610394.8125000085	948760.0624999917
Q9NUQ9										265649.21879999695			249593.1406000031
Q9NV23	2290176.2833594326	2049374.8322192836	2351873.7232409427	1817292.8035880122		1492048.2925935255		827964.8698964324	1583308.8241441296	2031627.0840250799	2059856.4528736402		1825290.768958446
Q9NVR2		859289.7500000081		566764.4999999816	1021823.4379999968				628250.500000021		370923.5312000112	539450.687500015	
Q9NXL2			6248460.499999877	4593065.999999904							7479850.999999803		5026051.00000003
Q9NXU5		195637.62500000058	512247.65619999246								159280.6874999954	392376.6874999935	
Q9NY61		171784.21880000603	167473.31249999677	315668.9687999959						93604.02343999871			
Q9NYQ8										192846.0781000063			149784.01559999931
Q9NZ20	678410.749999984		595821.499999985	412459.78119999066					240528.32809999402	340593.74999999336	305977.8750000055	451373.2500000051	343445.000000009
Q9NZ53	118599.50913995295		211785.01863710285		155876.73780230497					157426.97395474408	97385.05478066026		119888.91799293288
Q9NZH0	2257668.0000000475	6133263.500000032		4026093.500000102		3614859.999999914				2860684.5000000754	2982348.000000077		
Q9NZP8	370845.82459543826	1650336.1675655534	1769936.1926243405	2011408.9128356373	1552230.386164683	1284407.218631997	778887.2055992656	172418.99060259885	918910.3852377051	1662207.034542526	1541687.8234995136	847344.2500476472	1208427.415591655
Q9P2E9			1015616.3749999914							1716443.3750000517	1315638.6249999919		
Q9UBM7			480482.03119998984			433421.656199997	736544.2500000254	353511.37500000786	566870.3124999944	977115.2499999882	851452.6249999847	603027.0000000002	779161.0000000177
Q9UBR2	1169125.385162497	905781.6922370585	844586.7999271855	1585611.7052393637	1005941.2112717917	1174484.425468221	1413912.8749999974		1062882.2679822831	1108729.6249999898	1233618.4148612726	1001418.6201657911	982024.0114093462
Q9UBS4										729053.8749999796	690957.8750000153	722262.812500019	679159.1249999946
Q9UBX5			532569.7500000021							644916.1875000097		614313.9375000059	
Q9UGP8										164939.40619999697	217226.70309999635		
Q9UHI8			714736.9375000047							376173.50000000314	404577.4374999943		347353.18750000565
Q9UHJ6	164851.43749999657									189888.10939999943	139595.20309999803	102594.80469999938	212396.17189999894
Q9UHL4						1018259.5000000295	839992.0624999927						
Q9UJJ9		692039.6249999852	1024337.4999999931	1212632.1249999877							841334.687499992		
Q9UKS6		457388.84379998833	299917.65620000806	418824.28120000474	213501.09380000707	392427.21880000416	450641.62499998446				340430.7500000046		194236.07809999917
Q9UKZ9	799696.8124999979			1229475.0000000065		777264.1874999896			882714.1874999896				
Q9UL25	515808.8806937687	909247.1249999814	609503.014885976	596284.5248676762	422470.4265429725	655991.076795509		391310.1714597912	826850.8350844601	938058.3497835558	831168.8527404822	107373.58221194365	775478.049474053
Q9UL46	644320.0723378612	500362.29023357754	543363.83623661	272108.8882575254		304834.9507990675			292930.4669224734	573885.2899721867	592034.7800458337	265383.06632084545	656076.4184018499
Q9ULV0		159810.5780999985				235835.7344000011	342317.18749999395						
Q9UN76	121511.08836488493	134254.94278478515	359426.76197554	97761.97714468057	154673.9049728518	282143.4499173909	155469.48065625713		556524.1772047535	326386.68221450236	508716.99030579464	153680.1465283884	524878.3990170691
Q9Y263										135811.57809999655	103265.99220000253		
Q9Y266										433535.5624999942	686953.3124999973	309530.8125000089	
Q9Y2A9											341767.59380000975	448851.4062000107	
Q9Y2B0		172808.45349523757	287982.3593399254				219919.30507400635		256691.78414954364	393561.1981050146	548329.1142690297	260046.95255999835	230743.57079586262
Q9Y2J8	2058894.502273523	967882.0289349013	2571387.505512155	974793.4065596876					445403.041231883	2235901.6615423593	2349731.4343015477	1928499.2245703922	1952006.492962622
Q9Y376	405295.00161879836	406900.71897672565	410703.1595491933	288007.6864140257	146651.7994857632	106903.16876078684		119103.64867852561	358361.39899835177	414673.03441533627	246566.22224951303		186631.42134692008
Q9Y3A5		438837.6651851476				405698.3168671613				393909.2936923787	354380.21800780174	381671.598197585	505565.10486346995
Q9Y3D6	200152.4122701029		119877.5523630521				280659.0709691025		220671.32397942434	116418.18307426538	192122.33440605272		179043.61711039022
Q9Y3I0											382111.78119999514	375794.7812000102	
Q9Y3Q3											100182.5391000002		79638.0468799997
Q9Y3R4	1464442.6250000314			1386495.8749999534	1338965.2500000144	1567661.8749999623		1388168.5000000112	1580474.750000032	1378167.3750000126	1221179.0000000256		1213845.1250000119
Q9Y3U8	760971.2500000206	1096622.2499999835	1907658.4999999995			1148124.2500000296	1531970.8749999607		710589.6249999907	1598467.2500000137	1493724.87500004		
Q9Y490	61052.65058015715									115951.8377365791	93154.23437999788	55045.93337021277	79273.34374999936
Q9Y4L1	302520.623622518	287266.09187263163	481221.4461053521	294868.037018267		299965.6528134701	256869.88271662602	99561.38280877245	288476.8935801819	430294.1326754926	366636.6875000039	364964.92677555984	335766.00882377476
Q9Y5Q9											505321.40620001685	411123.15620000474	
Q9Y5Y6	407161.71485448163	253624.72973739463	282088.8464579994	352996.3761940593	400723.0800096551	252966.5898749694	237269.15472340846		191592.1602533841	341788.8984017108	279062.00349202467		291804.3995172098
Q9Y5Z4	422207.0938000047	428838.9374999932	349988.3124999924							572378.1875000184	494106.75000001455	600528.6250000078	526142.0625000175
Q9Y646	457791.090023699	873774.5043211948		1021405.5738934332		849737.8291540842	431297.89577457856	417250.24696740415	300061.60473162425	413847.71727288846	560230.3676148999	387750.94952207396	318205.55317956937
Q9Y678	86457.0044054252	77948.26575524991	133719.12986138213			91794.19600718678	99816.96269840741			126157.47812890251	136852.60310931076	82001.02834601523	
Q9Y696		1607729.2500000428	1538136.250000046	1540863.8749999842	574009.3749999796	1508235.2499999686	1210553.5000000119		1377473.3750000156	1363198.2500000163	1316453.6249999998		970914.1249999781
Q9Y6B6	353694.21206464217	832787.6779930847	682309.5892580735	571643.6331117216	526110.8689070332	769935.6820814107	589357.4817691804	311045.8532607869	974837.6939231299	773499.4286753281	677121.8668763333	495821.37905020063	599299.5439545042
Q9Y6R7											107699.98440000275	405328.4687999881	
Q9Y6Y9	1361090.3875210574	1229998.5233511056	1158650.4317342017	1222713.7409877193	1241374.9807307532	962502.4863343829		1074883.364326439	1179581.1218251993	1282265.6314333132	1048379.5786008624		1435048.547836153
